ID, Time, Condition, ROI_Average, P7, TP7, CP5
1,607.214429,1,-0.297882,1.768727,-2.973760,0.311387
1,609.218437,1,-0.090861,1.926980,-2.836023,0.636459
1,611.222445,1,0.116612,2.053875,-2.694750,0.990710
1,613.226453,1,0.366210,2.174023,-2.522316,1.446921
1,615.230461,1,0.647093,2.317106,-2.335070,1.959243
1,617.234469,1,0.832698,2.422182,-2.209180,2.285092
1,619.238477,1,0.894258,2.475182,-2.168874,2.376466
1,621.242485,1,0.980912,2.579100,-2.142011,2.505647
1,623.246493,1,1.156302,2.755621,-2.049561,2.762847
1,625.250501,1,1.317662,2.903869,-1.887181,2.936299
1,627.254509,1,1.379803,2.958214,-1.729335,2.910530
1,629.258517,1,1.382132,2.977939,-1.649607,2.818065
1,631.262525,1,1.374174,3.019205,-1.671482,2.774799
1,633.266533,1,1.357885,3.069721,-1.769376,2.773310
1,635.270541,1,1.332890,3.119608,-1.886097,2.765160
1,637.274549,1,1.286874,3.155214,-1.984480,2.689889
1,639.278557,1,1.243534,3.192896,-2.043410,2.581118
1,641.282565,1,1.259363,3.271525,-2.062078,2.568640
1,643.286573,1,1.325175,3.358113,-2.062636,2.680047
1,645.290581,1,1.399906,3.410831,-2.053939,2.842826
1,647.294589,1,1.456139,3.421755,-2.062449,3.009111
1,649.298597,1,1.480115,3.396181,-2.094897,3.139061
1,651.302605,1,1.448697,3.334091,-2.117246,3.129246
1,653.306613,1,1.332548,3.200568,-2.132509,2.929584
1,655.310621,1,1.179514,3.005596,-2.162913,2.695860
1,657.314629,1,1.059885,2.818893,-2.213046,2.573810
1,659.318637,1,0.947906,2.660222,-2.296275,2.479772
1,661.322645,1,0.807973,2.511343,-2.416919,2.329495
1,663.326653,1,0.696092,2.418927,-2.555975,2.225324
1,665.330661,1,0.631485,2.404318,-2.723521,2.213657
1,667.334669,1,0.526346,2.365201,-2.956086,2.169924
1,669.338677,1,0.384574,2.291418,-3.211721,2.074025
1,671.342685,1,0.299187,2.286644,-3.396394,2.007312
1,673.346693,1,0.292234,2.377828,-3.495473,1.994347
1,675.350701,1,0.300279,2.476128,-3.588487,2.013196
1,677.354709,1,0.279696,2.506706,-3.717121,2.049504
1,679.358717,1,0.231422,2.470187,-3.836257,2.060336
1,681.362725,1,0.176983,2.418726,-3.912214,2.024437
1,683.366733,1,0.119131,2.382545,-3.962981,1.937828
1,685.370741,1,0.014326,2.323100,-4.032713,1.752590
1,687.374749,1,-0.160684,2.209629,-4.147965,1.456284
1,689.378758,1,-0.318396,2.117044,-4.265204,1.192973
1,691.382766,1,-0.379601,2.099653,-4.334510,1.096056
1,693.386774,1,-0.374679,2.115683,-4.368965,1.129244
